price,ticketType,age,discount,date,departure,destination,duration,startTime,arrivalTime
"33,90",Super Sparpreis,E,0,"Sa.,17.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,10h 18min,00:22,10:40,2
"39,90",Sparpreis,E,0,"Sa.,17.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,10h 18min,00:22,10:40,2
"142,20",Flexpreis,E,0,"Sa.,17.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,10h 18min,00:22,10:40,2
"163,80",Flexpreis Plus,E,0,"Sa.,17.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,10h 18min,00:22,10:40,2
"33,90",Super Sparpreis,E,0,"Sa.,17.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,9h 59min,00:41,10:40,4
"39,90",Sparpreis,E,0,"Sa.,17.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,9h 59min,00:41,10:40,4
"142,20",Flexpreis,E,0,"Sa.,17.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,9h 59min,00:41,10:40,4
"163,80",Flexpreis Plus,E,0,"Sa.,17.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,9h 59min,00:41,10:40,4
"33,90",Super Sparpreis,E,0,"Sa.,17.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,7h 12min,04:28,11:40,2
"39,90",Sparpreis,E,0,"Sa.,17.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,7h 12min,04:28,11:40,2
"142,20",Flexpreis,E,0,"Sa.,17.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,7h 12min,04:28,11:40,2
"163,80",Flexpreis Plus,E,0,"Sa.,17.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,7h 12min,04:28,11:40,2
"33,90",Super Sparpreis,E,0,"Sa.,17.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,9h 59min,00:41,10:40,4
"39,90",Sparpreis,E,0,"Sa.,17.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,9h 59min,00:41,10:40,4
