price,ticketType,age,discount,date,departure,destination,duration,startTime,arrivalTime
"23,90",Super Sparpreis,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,7h 12min,05:28,12:40,1
"29,90",Sparpreis,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,7h 12min,05:28,12:40,1
"145,00",Flexpreis,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,7h 12min,05:28,12:40,1
"166,90",Flexpreis Plus,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,7h 12min,05:28,12:40,1
"33,90",Super Sparpreis,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,6h 02min,05:34,11:36,2
"39,90",Sparpreis,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,6h 02min,05:34,11:36,2
"143,00",Flexpreis,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,6h 02min,05:34,11:36,2
"164,70",Flexpreis Plus,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,6h 02min,05:34,11:36,2
"55,90",Super Sparpreis,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,6h 33min,06:01,12:34,2
"63,90",Sparpreis,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,6h 33min,06:01,12:34,2
"145,00",Flexpreis,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,6h 33min,06:01,12:34,2
"166,90",Flexpreis Plus,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,6h 33min,06:01,12:34,2
"23,90",Super Sparpreis,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,7h 12min,05:28,12:40,1
"29,90",Sparpreis,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,7h 12min,05:28,12:40,1
"145,00",Flexpreis,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,7h 12min,05:28,12:40,1
"166,90",Flexpreis Plus,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,7h 12min,05:28,12:40,1
"33,90",Super Sparpreis,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,6h 02min,05:34,11:36,2
"39,90",Sparpreis,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,6h 02min,05:34,11:36,2
"143,00",Flexpreis,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,6h 02min,05:34,11:36,2
"164,70",Flexpreis Plus,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,6h 02min,05:34,11:36,2
"55,90",Super Sparpreis,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,6h 33min,06:01,12:34,2
"63,90",Sparpreis,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,6h 33min,06:01,12:34,2
"145,00",Flexpreis,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,6h 33min,06:01,12:34,2
"166,90",Flexpreis Plus,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,6h 33min,06:01,12:34,2
"23,90",Super Sparpreis,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,7h 12min,05:28,12:40,1
"29,90",Sparpreis,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,7h 12min,05:28,12:40,1
"145,00",Flexpreis,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,7h 12min,05:28,12:40,1
"166,90",Flexpreis Plus,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,7h 12min,05:28,12:40,1
"33,90",Super Sparpreis,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,6h 02min,05:34,11:36,2
"39,90",Sparpreis,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,6h 02min,05:34,11:36,2
"143,00",Flexpreis,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,6h 02min,05:34,11:36,2
"164,70",Flexpreis Plus,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,6h 02min,05:34,11:36,2
"55,90",Super Sparpreis,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,6h 33min,06:01,12:34,2
"63,90",Sparpreis,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,6h 33min,06:01,12:34,2
"145,00",Flexpreis,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,6h 33min,06:01,12:34,2
"166,90",Flexpreis Plus,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,6h 33min,06:01,12:34,2
"23,90",Super Sparpreis,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,7h 12min,05:28,12:40,1
"29,90",Sparpreis,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,7h 12min,05:28,12:40,1
"145,00",Flexpreis,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,7h 12min,05:28,12:40,1
"166,90",Flexpreis Plus,E,0,"Do.,08.12.2022",Berlin+Hbf,Biberach%28Ri%C3%9F%29,7h 12min,05:28,12:40,1
